forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
globosas a subglobosas u ovoides,amarillo palido en luz reflejada,2.0,hifa suspensora simple poro ocluido por la pared de la espora,no reportada,laminada con superficie lisa,Funneliformis versiculiferum,Funneliformis,Glomeraceae,Colombia,Gramíneas invasoras,Rastrojo,Caldas,esporas desarrolladas de una hifa suspensora simple esporocarpos con peridium compuesto de vesiculas de pared delgada,presencia de una capa tipo peridium con vesiculas en los esporocarpos caracteristica unica entre las especies descritas,55.4,88.4,71.9,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo palido en luz reflejada,2.0,hifa suspensora simple poro ocluido por la pared de la espora,no reportada,laminada con superficie lisa,Funneliformis versiculiferum,Funneliformis,Glomeraceae,Costa Rica,Quercus humboldtii,Suelo forestal,Heredia,esporas desarrolladas de una hifa suspensora simple esporocarpos con peridium compuesto de vesiculas de pared delgada,presencia de una capa tipo peridium con vesiculas en los esporocarpos caracteristica unica entre las especies descritas,60.5,90.9,75.7,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo claro a amarillo ocre,3.0,hifa suspensora simple poro ocluido por septo continuo con la capa,negativa,lisa y laminada,Funneliformis xanthium,Funneliformis,Glomeraceae,Perú,Matorrales,Rastrojo,San Martín,esporas se adhieren fuertemente a la raiz o se forman internamente pared compuesta de tres capas capas externas rigidas y adheridas,pequenas esporas con tendencia a formar internamente o adherirse a raices,23.0,70.0,46.5,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'ocre']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['septo_continuo'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo claro a amarillo ocre,3.0,hifa suspensora simple poro ocluido por septo continuo con la capa,negativa,lisa y laminada,Funneliformis xanthium,Funneliformis,Glomeraceae,Costa Rica,Bosque de pino-encino,Suelo forestal,Alajuela,esporas se adhieren fuertemente a la raiz o se forman internamente pared compuesta de tres capas capas externas rigidas y adheridas,pequenas esporas con tendencia a formar internamente o adherirse a raices,23.0,70.0,46.5,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'ocre']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['septo_continuo'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo claro a amarillo ocre,3.0,hifa suspensora simple poro ocluido por septo continuo con la capa,negativa,lisa y laminada,Funneliformis xanthium,Funneliformis,Glomeraceae,Brasil,Gramíneas nativas,Suelo forestal,Minas Gerais,esporas se adhieren fuertemente a la raiz o se forman internamente pared compuesta de tres capas capas externas rigidas y adheridas,pequenas esporas con tendencia a formar internamente o adherirse a raices,25.0,39.6,32.3,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'ocre']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['septo_continuo'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo claro a amarillo ocre,3.0,hifa suspensora simple poro ocluido por septo continuo con la capa,negativa,lisa y laminada,Funneliformis xanthium,Funneliformis,Glomeraceae,Brasil,Vegetación arbustiva altoandina,Páramo,Mato Grosso,esporas se adhieren fuertemente a la raiz o se forman internamente pared compuesta de tres capas capas externas rigidas y adheridas,pequenas esporas con tendencia a formar internamente o adherirse a raices,34.1,66.5,50.3,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'ocre']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['septo_continuo'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas u ovoides,amarillo claro a amarillo ocre,3.0,hifa suspensora simple poro ocluido por septo continuo con la capa,negativa,lisa y laminada,Funneliformis xanthium,Funneliformis,Glomeraceae,México,Gramíneas nativas,Suelo forestal,Veracruz,esporas se adhieren fuertemente a la raiz o se forman internamente pared compuesta de tres capas capas externas rigidas y adheridas,pequenas esporas con tendencia a formar internamente o adherirse a raices,29.2,69.9,49.550000000000004,globosa,"['ovoide', 'subglobosa', 'globosa']",0,0,0,0,1,0,0,1,0,0,1,0,"['amarillo', 'ocre']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': ['septo_continuo'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavada a cilindrica,cafe,1.0,union hifal ocluida por engrosamiento de la base de la espora al madurar,no reportada,minutamente verrucosa,Sclerocystis clavispora,Sclerocystis ,Glomeraceae,Perú,Cedrela odorata,Matorral Espinoso,Loreto,esporocarpos globosos a subglobosos sin peridium esporas formadas radialmente envueltas en un plexo hifal central,esporas clavadas con engrosamiento apical caracteristico similar a s rubiforme pero diferenciada por la forma de las esporas,140.0,185.0,162.5,clavada,"['clavada', 'cilindrica']",1,1,0,0,0,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavada a cilindrica,cafe,1.0,union hifal ocluida por engrosamiento de la base de la espora al madurar,no reportada,minutamente verrucosa,Sclerocystis clavispora,Sclerocystis ,Glomeraceae,México,Cedrela odorata,Matorral Espinoso,Chiapas,esporocarpos globosos a subglobosos sin peridium esporas formadas radialmente envueltas en un plexo hifal central,esporas clavadas con engrosamiento apical caracteristico similar a s rubiforme pero diferenciada por la forma de las esporas,140.0,185.0,162.5,clavada,"['clavada', 'cilindrica']",1,1,0,0,0,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavada a cilindrica,cafe,1.0,union hifal ocluida por engrosamiento de la base de la espora al madurar,no reportada,minutamente verrucosa,Sclerocystis clavispora,Sclerocystis ,Glomeraceae,Brasil,Frutales,Valle Interandino,Pará,esporocarpos globosos a subglobosos sin peridium esporas formadas radialmente envueltas en un plexo hifal central,esporas clavadas con engrosamiento apical caracteristico similar a s rubiforme pero diferenciada por la forma de las esporas,140.0,185.0,162.5,clavada,"['clavada', 'cilindrica']",1,1,0,0,0,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavada a cilindrica,cafe,1.0,union hifal ocluida por engrosamiento de la base de la espora al madurar,no reportada,minutamente verrucosa,Sclerocystis clavispora,Sclerocystis ,Glomeraceae,Brasil,Bosque de pino-encino,Suelo forestal,Santa Catarina,esporocarpos globosos a subglobosos sin peridium esporas formadas radialmente envueltas en un plexo hifal central,esporas clavadas con engrosamiento apical caracteristico similar a s rubiforme pero diferenciada por la forma de las esporas,140.0,185.0,162.5,clavada,"['clavada', 'cilindrica']",1,1,0,0,0,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavada a cilindrica,cafe,1.0,union hifal ocluida por engrosamiento de la base de la espora al madurar,no reportada,minutamente verrucosa,Sclerocystis clavispora,Sclerocystis ,Glomeraceae,Brasil,Vegetación arbustiva altoandina,Páramo,Minas Gerais,esporocarpos globosos a subglobosos sin peridium esporas formadas radialmente envueltas en un plexo hifal central,esporas clavadas con engrosamiento apical caracteristico similar a s rubiforme pero diferenciada por la forma de las esporas,140.0,185.0,162.5,clavada,"['clavada', 'cilindrica']",1,1,0,0,0,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovoides elipsoides oblongas,cafe amarillento a cafe,1.0,simple hifa suspensora con poro septado a nivel de la espora,no reportada,lisa,Sclerocystis coremioides,Sclerocystis ,Glomeraceae,Colombia,Coffea arabica,Valle Interandino,Huila,esporocarpos pulvinados o subglobosos pueden formar masa de esporas originalmente en sclerocystis reubicada en glomus por estudios geneticos,esporas asociadas a una hifa plexo estructuras tipo clamidospora formadas extramatricalmente,50.0,86.0,68.0,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,"['marron', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_septado'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovoides elipsoides oblongas,cafe amarillento a cafe,1.0,simple hifa suspensora con poro septado a nivel de la espora,no reportada,lisa,Sclerocystis coremioides,Sclerocystis ,Glomeraceae,México,Bosque de pino-encino,Suelo forestal,Oaxaca,esporocarpos pulvinados o subglobosos pueden formar masa de esporas originalmente en sclerocystis reubicada en glomus por estudios geneticos,esporas asociadas a una hifa plexo estructuras tipo clamidospora formadas extramatricalmente,50.0,86.0,68.0,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,"['marron', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_septado'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovoides elipsoides oblongas,cafe amarillento a cafe,1.0,simple hifa suspensora con poro septado a nivel de la espora,no reportada,lisa,Sclerocystis coremioides,Sclerocystis ,Glomeraceae,Costa Rica,Hojarasca de bosque,Suelo forestal,Limón,esporocarpos pulvinados o subglobosos pueden formar masa de esporas originalmente en sclerocystis reubicada en glomus por estudios geneticos,esporas asociadas a una hifa plexo estructuras tipo clamidospora formadas extramatricalmente,57.9,70.6,64.25,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,"['marron', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_septado'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovoides elipsoides oblongas,cafe amarillento a cafe,1.0,simple hifa suspensora con poro septado a nivel de la espora,no reportada,lisa,Sclerocystis coremioides,Sclerocystis ,Glomeraceae,Ecuador,Gramíneas nativas,Suelo forestal,Manabí,esporocarpos pulvinados o subglobosos pueden formar masa de esporas originalmente en sclerocystis reubicada en glomus por estudios geneticos,esporas asociadas a una hifa plexo estructuras tipo clamidospora formadas extramatricalmente,57.0,61.8,59.4,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,"['marron', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_septado'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovoides elipsoides oblongas,cafe amarillento a cafe,1.0,simple hifa suspensora con poro septado a nivel de la espora,no reportada,lisa,Sclerocystis coremioides,Sclerocystis ,Glomeraceae,México,Quercus humboldtii,Bosque Altoandino,Michoacán,esporocarpos pulvinados o subglobosos pueden formar masa de esporas originalmente en sclerocystis reubicada en glomus por estudios geneticos,esporas asociadas a una hifa plexo estructuras tipo clamidospora formadas extramatricalmente,59.1,60.0,59.55,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,"['marron', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_septado'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilindro clavadas a ovoides,cafe a cafe rojiza,1.0,hifas proyectadas desde un plexus central,no reportada,lisa con engrosamiento apical,Sclerocystis liquidambaris,Sclerocystis ,Glomeraceae,Colombia,Bosque de pino-encino,Suelo forestal,Boyacá,esporocarpo globoso a subgloboso estructurado radialmente con esporas dentro de parafisis unidas al peridium,grandes esporocarpos y parafisis unicas proyectadas desde el plexus central similar a g microcarpum pero con diferencias estructurales en el esporocarpo,27.5,132.5,80.0,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilindro clavadas a ovoides,cafe a cafe rojiza,1.0,hifas proyectadas desde un plexus central,no reportada,lisa con engrosamiento apical,Sclerocystis liquidambaris,Sclerocystis ,Glomeraceae,Colombia,Quercus humboldtii,Suelo forestal,Huila,esporocarpo globoso a subgloboso estructurado radialmente con esporas dentro de parafisis unidas al peridium,grandes esporocarpos y parafisis unicas proyectadas desde el plexus central similar a g microcarpum pero con diferencias estructurales en el esporocarpo,27.5,132.5,80.0,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilindro clavadas a ovoides,cafe a cafe rojiza,1.0,hifas proyectadas desde un plexus central,no reportada,lisa con engrosamiento apical,Sclerocystis liquidambaris,Sclerocystis ,Glomeraceae,México,Cultivos transitorios,Agroecosistema,Veracruz,esporocarpo globoso a subgloboso estructurado radialmente con esporas dentro de parafisis unidas al peridium,grandes esporocarpos y parafisis unicas proyectadas desde el plexus central similar a g microcarpum pero con diferencias estructurales en el esporocarpo,47.8,87.2,67.5,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilindro clavadas a ovoides,cafe a cafe rojiza,1.0,hifas proyectadas desde un plexus central,no reportada,lisa con engrosamiento apical,Sclerocystis liquidambaris,Sclerocystis ,Glomeraceae,Costa Rica,Quercus humboldtii,Suelo forestal,Limón,esporocarpo globoso a subgloboso estructurado radialmente con esporas dentro de parafisis unidas al peridium,grandes esporocarpos y parafisis unicas proyectadas desde el plexus central similar a g microcarpum pero con diferencias estructurales en el esporocarpo,48.0,73.9,60.95,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilindro clavadas a ovoides,cafe a cafe rojiza,1.0,hifas proyectadas desde un plexus central,no reportada,lisa con engrosamiento apical,Sclerocystis liquidambaris,Sclerocystis ,Glomeraceae,Ecuador,Bosque de pino-encino,Suelo forestal,Pichincha,esporocarpo globoso a subgloboso estructurado radialmente con esporas dentro de parafisis unidas al peridium,grandes esporocarpos y parafisis unicas proyectadas desde el plexus central similar a g microcarpum pero con diferencias estructurales en el esporocarpo,52.7,129.4,91.05000000000001,ovoide,"['clavada', 'ovoide']",0,1,0,0,0,0,0,1,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,hialinas,3.0,hifa suspensora recta o ligeramente curva,no reportada,lisa,Sclerocystis pubescens,Sclerocystis ,Glomeraceae,Costa Rica,Bosque de pino-encino,Suelo forestal,Heredia,esporas en esporocarpos epigeos distribuidas aleatoriamente o radialmente cubiertas por un peridio con hifas hialinas y pubescencia dispersa,esporocarpos extremadamente pequenos diferencias notables en grosor de pared de esporas en diversos especimenes,25.0,36.0,30.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,hialinas,3.0,hifa suspensora recta o ligeramente curva,no reportada,lisa,Sclerocystis pubescens,Sclerocystis ,Glomeraceae,Perú,Bosque de pino-encino,Suelo forestal,Ucayali,esporas en esporocarpos epigeos distribuidas aleatoriamente o radialmente cubiertas por un peridio con hifas hialinas y pubescencia dispersa,esporocarpos extremadamente pequenos diferencias notables en grosor de pared de esporas en diversos especimenes,25.0,36.0,30.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,hialinas,3.0,hifa suspensora recta o ligeramente curva,no reportada,lisa,Sclerocystis pubescens,Sclerocystis ,Glomeraceae,Perú,Frailejones,Páramo,Cusco,esporas en esporocarpos epigeos distribuidas aleatoriamente o radialmente cubiertas por un peridio con hifas hialinas y pubescencia dispersa,esporocarpos extremadamente pequenos diferencias notables en grosor de pared de esporas en diversos especimenes,25.5,28.6,27.05,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,hialinas,3.0,hifa suspensora recta o ligeramente curva,no reportada,lisa,Sclerocystis pubescens,Sclerocystis ,Glomeraceae,México,Hojarasca de bosque,Suelo forestal,Oaxaca,esporas en esporocarpos epigeos distribuidas aleatoriamente o radialmente cubiertas por un peridio con hifas hialinas y pubescencia dispersa,esporocarpos extremadamente pequenos diferencias notables en grosor de pared de esporas en diversos especimenes,28.0,31.4,29.7,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
globosas a subglobosas,hialinas,3.0,hifa suspensora recta o ligeramente curva,no reportada,lisa,Sclerocystis pubescens,Sclerocystis ,Glomeraceae,Ecuador,Gramíneas nativas,Suelo forestal,Pichincha,esporas en esporocarpos epigeos distribuidas aleatoriamente o radialmente cubiertas por un peridio con hifas hialinas y pubescencia dispersa,esporocarpos extremadamente pequenos diferencias notables en grosor de pared de esporas en diversos especimenes,28.1,32.1,30.1,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
